N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1042.0,진양폴리,5620.0,50.0,-0.88%,500.0,527.0,461.0,33.0
1043.0,TIMEFOLIO Kstock액티브,8630.0,25.0,-0.29%,0.0,,,
1044.0,ACE 미국고배당S&P,10185.0,25.0,+0.25%,0.0,,,
1045.0,부국증권우,18660.0,10.0,+0.05%,5000.0,,,
1046.0,KODEX 200미국채혼합,12455.0,10.0,-0.08%,0.0,,,
1047.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,22310.0,2040.0,-8.38%,0.0,,,
1048.0,TIGER 유로스탁스50(합성 H),15245.0,140.0,+0.93%,0.0,,,
1049.0,KBSTAR Fn컨택트대표,8385.0,70.0,-0.83%,0.0,,,
1050.0,키움 미국달러선물 ETN,11090.0,0.0,0.00%,0.0,,,
1051.0,유엔젤,4200.0,105.0,+2.56%,500.0,300.0,610.0,8.0
1052.0,MH에탄올,7510.0,190.0,+2.60%,500.0,1107.0,4474.0,219.0
1053.0,SJM,3540.0,40.0,+1.14%,500.0,1802.0,2433.0,71.0
1054.0,현대건설우,52300.0,500.0,+0.97%,5000.0,,,
1055.0,우신시스템,3005.0,5.0,+0.17%,500.0,2545.0,2825.0,80.0
1056.0,세원이앤씨,254.0,0.0,0.00%,500.0,1266.0,2827.0,18.0
1057.0,KBSTAR 대형고배당10TR,15300.0,85.0,+0.56%,0.0,,,
1058.0,QV 코스닥 150 ETN,13560.0,270.0,+2.03%,0.0,,,
1059.0,한국ANKOR유전,774.0,30.0,-3.73%,0.0,,,
1060.0,선도전기,3000.0,0.0,0.00%,500.0,619.0,1317.0,-169.0
1061.0,DL이앤씨2우(전환),25500.0,200.0,+0.79%,5000.0,,,
1062.0,롯데칠성우,69400.0,400.0,+0.58%,500.0,,,
1063.0,TIGER 차이나바이오테크SOLACTIVE,7430.0,105.0,-1.39%,0.0,,,
1064.0,원림,23300.0,300.0,+1.30%,5000.0,819.0,1699.0,34.0
1065.0,HANARO 32-10 국고채액티브,53430.0,85.0,-0.16%,0.0,,,
1066.0,평화홀딩스,3570.0,95.0,+2.73%,500.0,7402.0,5584.0,36.0
1067.0,더메디팜,616.0,14.0,-2.22%,500.0,191.0,1899.0,-3.0
1068.0,한국전자홀딩스,1111.0,20.0,+1.83%,500.0,3240.0,4691.0,300.0
1069.0,KODEX Fn성장,14015.0,25.0,+0.18%,0.0,,,
1070.0,남양유업우,310000.0,1000.0,-0.32%,5000.0,,,
1071.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,12430.0,310.0,+2.56%,0.0,,,
1072.0,미래에셋 레버리지 코스피200 선물 ETN,25780.0,695.0,+2.77%,0.0,,,
1073.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),20580.0,1745.0,-7.82%,0.0,,,
1074.0,TIGER KEDI혁신기업ESG30,10215.0,15.0,+0.15%,0.0,,,
1075.0,키움 코스피 200 ETN,10195.0,120.0,+1.19%,0.0,,,
1076.0,TIGER 테슬라채권혼합Fn,10180.0,140.0,+1.39%,0.0,,,
1077.0,KODEX 차이나H,16660.0,310.0,+1.90%,0.0,,,
1078.0,TRUE 인버스 2X 나스닥 100 ETN,1665.0,50.0,-2.92%,0.0,,,
1079.0,TIGER 코스닥150 레버리지,11420.0,130.0,-1.13%,0.0,,,
1080.0,KODEX K-로봇액티브,12685.0,220.0,+1.76%,0.0,,,
1081.0,DL우,29300.0,600.0,+2.09%,5000.0,,,
1082.0,대림통상,3240.0,10.0,+0.31%,1000.0,1741.0,1718.0,70.0
1083.0,ARIRANG ESG가치주액티브,7860.0,60.0,+0.77%,0.0,,,
1084.0,동원금속,1043.0,12.0,-1.14%,500.0,3874.0,4569.0,117.0
1085.0,케이탑리츠,1014.0,1.0,+0.10%,1000.0,216.0,2702.0,175.0
1086.0,SJM홀딩스,3250.0,10.0,+0.31%,500.0,1842.0,3282.0,82.0
1087.0,페이퍼코리아,1020.0,10.0,+0.99%,500.0,4100.0,5018.0,258.0
1088.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
1089.0,QV 레버리지 S&P500 ETN,23765.0,330.0,+1.41%,0.0,,,
1090.0,성문전자,2410.0,430.0,-15.14%,500.0,500.0,572.0,25.0
1091.0,동일제강,2310.0,35.0,+1.54%,500.0,1968.0,1797.0,25.0
1092.0,ACE 단기채권알파액티브,102575.0,5.0,0.00%,0.0,,,
1093.0,HANARO Fn K-뉴딜디지털플러스,9350.0,15.0,-0.16%,0.0,,,
1094.0,세기상사,8380.0,50.0,-0.59%,500.0,337.0,516.0,-8.0
1095.0,KODEX 건설,3475.0,30.0,+0.87%,0.0,,,
1096.0,TIGER 인버스,5185.0,55.0,-1.05%,0.0,,,
1097.0,KODEX 코스피TR,12135.0,25.0,+0.21%,0.0,,,
1098.0,ACE 인도네시아MSCI(합성),11180.0,40.0,-0.36%,0.0,,,
1099.0,WISCOM,2990.0,5.0,-0.17%,500.0,1257.0,1285.0,7.0
1100.0,KODEX 아시아달러채권SRI플러스액티브,51320.0,230.0,-0.45%,0.0,,,
1101.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9320.0,0.0,0.00%,0.0,,,
1102.0,삼성 레버리지 은 선물 ETN(H),15210.0,25.0,+0.16%,0.0,,,
1103.0,KODEX 미국달러선물인버스,8615.0,20.0,+0.23%,0.0,,,
1104.0,TIGER 글로벌BBIG액티브,10120.0,120.0,+1.20%,0.0,,,
1105.0,키움 코스닥 150 ETN,11200.0,100.0,-0.88%,0.0,,,
1106.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,22370.0,2070.0,-8.47%,0.0,,,
1107.0,KODEX K-신재생에너지액티브,13550.0,90.0,-0.66%,0.0,,,
1108.0,삼성 코스닥 150 ETN,8940.0,75.0,+0.85%,0.0,,,
1109.0,바다로19호,2925.0,5.0,-0.17%,5000.0,116.0,518.0,73.0
1110.0,주연테크,750.0,6.0,+0.81%,200.0,667.0,532.0,-63.0
1111.0,에셋플러스 글로벌플랫폼액티브,5995.0,60.0,+1.01%,0.0,,,
1112.0,SOL 미국S&P500,11340.0,65.0,+0.58%,0.0,,,
1113.0,DL이앤씨우,20900.0,50.0,+0.24%,5000.0,,,
1114.0,세우글로벌,1522.0,19.0,+1.26%,500.0,281.0,499.0,16.0
1115.0,TIGER 글로벌클라우드컴퓨팅INDXX,7900.0,180.0,+2.33%,0.0,,,
1116.0,KODEX WTI원유선물인버스(H),5180.0,220.0,-4.07%,0.0,,,
1117.0,호텔신라우,57600.0,200.0,-0.35%,5000.0,,,
1118.0,HANARO 단기채권액티브,103095.0,0.0,0.00%,0.0,,,
1119.0,신한 레버리지 금 선물 ETN,21235.0,450.0,-2.08%,0.0,,,
1120.0,삼성 코스피 200 ETN,8450.0,105.0,+1.26%,0.0,,,
1121.0,TRUE 코스피 200 ETN,8435.0,75.0,+0.90%,0.0,,,
1122.0,KODEX 차이나과창판STAR50(합성),8260.0,135.0,-1.61%,0.0,,,
1123.0,TIGER 미국나스닥100TR(H),11080.0,130.0,+1.19%,0.0,,,
1124.0,SOL KIS단기통안채,103425.0,0.0,0.00%,0.0,,,
1125.0,TIGER 레버리지,15545.0,320.0,+2.10%,0.0,,,
1126.0,유화증권우,2400.0,5.0,-0.21%,1000.0,,,
1127.0,미래아이앤지,1500.0,46.0,-2.98%,500.0,128.0,975.0,31.0
1128.0,TIGER 미국나스닥바이오,20645.0,25.0,-0.12%,0.0,,,
1129.0,파워 200,33155.0,395.0,+1.21%,0.0,,,
1130.0,동양고속,14290.0,70.0,+0.49%,5000.0,1044.0,1655.0,-112.0
1131.0,우진아이엔에스,5420.0,220.0,-3.90%,500.0,840.0,1116.0,-56.0
1132.0,KOSEF 통안채1년,102925.0,15.0,+0.01%,0.0,,,
1133.0,태원물산,5400.0,150.0,-2.70%,500.0,110.0,349.0,-5.0
1134.0,KODEX 증권,5965.0,130.0,+2.23%,0.0,,,
1135.0,삼성 미국 대형 성장주 ETN,20430.0,0.0,0.00%,0.0,,,
1136.0,윌비스,602.0,0.0,0.00%,1000.0,2549.0,2704.0,2.0
1137.0,형지엘리트,1299.0,13.0,-0.99%,500.0,1373.0,1092.0,39.0
1138.0,TIGER KRX인터넷K-뉴딜,4155.0,70.0,+1.71%,0.0,,,
1139.0,경인전자,25650.0,800.0,+3.22%,5000.0,201.0,684.0,1.0
1140.0,TBH글로벌,1930.0,33.0,-1.68%,500.0,2031.0,1123.0,20.0
1141.0,비비안,1340.0,17.0,+1.28%,500.0,2131.0,2011.0,57.0
1142.0,TIGER 퓨처모빌리티액티브,10500.0,120.0,+1.16%,0.0,,,
1143.0,동원수산,8550.0,50.0,+0.59%,5000.0,1770.0,1218.0,58.0
1144.0,ACE 삼성그룹섹터가중,15300.0,100.0,+0.66%,0.0,,,
1145.0,에넥스,661.0,1.0,+0.15%,500.0,2060.0,1281.0,-235.0
1146.0,SK디스커버리우,29100.0,250.0,+0.87%,5000.0,,,
1147.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12985.0,150.0,-1.14%,0.0,,,
1148.0,미래에셋 원자재 선물 ETN(H),12960.0,195.0,+1.53%,0.0,,,
1149.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),77415.0,1330.0,-1.69%,0.0,,,
1150.0,TRUE 코스피 양매도 3% OTM ETN,7720.0,0.0,0.00%,0.0,,,
1151.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1152.0,KBSTAR 게임테마,11075.0,45.0,+0.41%,0.0,,,
1153.0,SOL 반도체소부장Fn,9940.0,135.0,+1.38%,0.0,,,
1154.0,참엔지니어링,640.0,2.0,+0.31%,500.0,1706.0,7397.0,13.0
1155.0,진도,3025.0,45.0,+1.51%,500.0,634.0,1292.0,61.0
1156.0,KB 레버리지 S&P 500 선물 ETN(H),9385.0,135.0,+1.46%,0.0,,,
1157.0,한국주강,3290.0,210.0,-6.00%,500.0,544.0,480.0,-5.0
1158.0,대신 인버스 2X 알루미늄 선물 ETN(H),36845.0,690.0,+1.91%,0.0,,,
1159.0,삼성 레버리지 나스닥 100 ETN(H),9185.0,225.0,+2.51%,0.0,,,
1160.0,SOL 200 Top10,8510.0,70.0,+0.83%,0.0,,,
1161.0,ARIRANG K방산Fn,11880.0,80.0,+0.68%,0.0,,,
1162.0,KODEX 철강,8910.0,115.0,-1.27%,0.0,,,
1163.0,KOSEF 국고채3년,109120.0,165.0,-0.15%,0.0,,,
1164.0,신한 레버리지 S&P500 선물 ETN,17985.0,280.0,+1.58%,0.0,,,
1165.0,삼성 레버리지 China A50 선물 ETN(H),35785.0,1000.0,+2.87%,0.0,,,
1166.0,SHD,29400.0,450.0,-1.51%,5000.0,1253.0,883.0,142.0
1167.0,삼성 미국 대형 성장주 ETN(H),17845.0,0.0,0.00%,0.0,,,
1168.0,삼성 미국 대형 가치주 ETN,17695.0,135.0,-0.76%,0.0,,,
1169.0,KODEX 미디어&엔터테인먼트,14150.0,120.0,+0.86%,0.0,,,
1170.0,KODEX 미국달러선물레버리지,12620.0,45.0,-0.36%,0.0,,,
1171.0,KODEX 차이나심천ChiNext(합성),10205.0,105.0,-1.02%,0.0,,,
1172.0,카프로,874.0,5.0,+0.58%,500.0,4272.0,3022.0,-1223.0
1173.0,한성기업,5630.0,50.0,+0.90%,5000.0,2922.0,2349.0,71.0
1174.0,신풍,999.0,0.0,0.00%,500.0,188.0,1124.0,-42.0
1175.0,QV S&P500 버퍼10% 9월 ETN,11635.0,250.0,+2.20%,0.0,,,
1176.0,KOSEF 미국달러선물,14265.0,15.0,-0.11%,0.0,,,
1177.0,SUN&L,2755.0,25.0,-0.90%,1000.0,5067.0,5244.0,-177.0
1178.0,대교우B,1787.0,3.0,-0.17%,500.0,,,
1179.0,신한 구리 선물 ETN(H),17235.0,10.0,-0.06%,0.0,,,
1180.0,삼성 레버리지 금 선물 ETN(H),34450.0,635.0,-1.81%,0.0,,,
1181.0,KODEX IT,17090.0,80.0,+0.47%,0.0,,,
1182.0,KODEX 미국배당프리미엄액티브,10045.0,35.0,+0.35%,0.0,,,
1183.0,TIGER 탄소효율그린뉴딜,8240.0,65.0,+0.80%,0.0,,,
1184.0,QV 코스피 200 ETN,33730.0,395.0,+1.18%,0.0,,,
1185.0,유안타증권우,2600.0,0.0,0.00%,5000.0,,,
1186.0,KB 레버리지 나스닥 100 ETN,11180.0,280.0,+2.57%,0.0,,,
1187.0,두산퓨얼셀2우B,11200.0,70.0,-0.62%,100.0,,,
1188.0,대신343 K200,33170.0,380.0,+1.16%,0.0,,,
1189.0,KODEX KRX기후변화솔루션,11840.0,115.0,-0.96%,0.0,,,
1190.0,QV S&P500 VIX S/T 선물 ETN D,16555.0,460.0,-2.70%,0.0,,,
1191.0,TIGER 200 헬스케어,16840.0,300.0,-1.75%,0.0,,,
1192.0,금호전기,983.0,14.0,+1.44%,500.0,460.0,618.0,-118.0
1193.0,HANARO 200선물레버리지,17650.0,430.0,+2.50%,0.0,,,
1194.0,BYC우,151000.0,700.0,+0.47%,5000.0,,,
1195.0,롯데지주우,40300.0,0.0,0.00%,200.0,,,
1196.0,TRUE 레버리지 코스닥 150 선물 ETN,32415.0,280.0,-0.86%,0.0,,,
1197.0,하나 레버리지 코스닥150 선물 ETN,32350.0,225.0,+0.70%,0.0,,,
1198.0,TIGER 차이나클린에너지SOLACTIVE,7835.0,140.0,-1.76%,0.0,,,
1199.0,이스타코,753.0,1.0,+0.13%,500.0,76.0,798.0,-32.0
1200.0,제이준코스메틱,7190.0,300.0,-4.01%,500.0,62.0,484.0,-107.0
1201.0,삼성 레버리지 코스닥150 선물 ETN,32065.0,455.0,-1.40%,0.0,,,
1202.0,KB 천연가스 선물 ETN(H),6400.0,65.0,+1.03%,0.0,,,
1203.0,KODEX 인도Nifty50레버리지(합성),10660.0,25.0,+0.24%,0.0,,,
1204.0,대신 레버리지 코스닥 150 선물 ETN,31875.0,0.0,0.00%,0.0,,,
1205.0,신한 레버리지 다우존스지수 선물 ETN(H),31845.0,385.0,+1.22%,0.0,,,
1206.0,TIGER 골드선물(H),14095.0,130.0,-0.91%,0.0,,,
1207.0,ARIRANG 미국장기우량회사채,88935.0,830.0,-0.92%,0.0,,,
1208.0,KODEX 차이나A50,19755.0,130.0,+0.66%,0.0,,,
1209.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,9280.0,255.0,+2.83%,0.0,,,
1210.0,하나 레버리지 콩 선물 ETN(H),31505.0,635.0,+2.06%,0.0,,,
1211.0,KODEX 200롱코스닥150숏선물,9245.0,160.0,+1.76%,0.0,,,
1212.0,삼성 China A50 선물 ETN(H),15705.0,0.0,0.00%,0.0,,,
1213.0,TIGER 리츠부동산인프라채권TR KIS,4785.0,45.0,+0.95%,0.0,,,
1214.0,TIGER S&P글로벌헬스케어(합성),20605.0,5.0,-0.02%,0.0,,,
1215.0,TIGER 코스닥150선물인버스,4290.0,35.0,+0.82%,0.0,,,
1216.0,대한항공우,28050.0,50.0,-0.18%,5000.0,,,
1217.0,ACE 국고채3년,103430.0,95.0,-0.09%,0.0,,,
1218.0,KODEX 200ESG,11905.0,125.0,+1.06%,0.0,,,
1219.0,삼성 미국 대형 가치주 ETN(H),15350.0,145.0,-0.94%,0.0,,,
1220.0,KBSTAR 국채선물5년추종인버스,53850.0,50.0,+0.09%,0.0,,,
1221.0,미래에셋 중국 심천 100 ETN,15285.0,190.0,-1.23%,0.0,,,
1222.0,KBSTAR 중장기국공채액티브,102095.0,85.0,-0.08%,0.0,,,
1223.0,메리츠 3X 레버리지 국채30년 ETN,50740.0,1060.0,-2.05%,0.0,,,
1224.0,KBSTAR 국고채3년선물인버스,105185.0,105.0,+0.10%,0.0,,,
1225.0,신한 금 선물 ETN(H),15115.0,145.0,-0.95%,0.0,,,
1226.0,TIGER 미국달러선물인버스2X,6715.0,15.0,+0.22%,0.0,,,
1227.0,KODEX 미국채10년선물,11620.0,65.0,-0.56%,0.0,,,
1228.0,모두투어리츠,3860.0,35.0,+0.92%,5000.0,53.0,1033.0,25.0
1229.0,KODEX 유럽탄소배출권선물ICE(H),13190.0,25.0,-0.19%,0.0,,,
1230.0,세방우,8170.0,60.0,+0.74%,500.0,,,
1231.0,삼성 KRX 금현물 ETN,14985.0,155.0,-1.02%,0.0,,,
1232.0,미래에셋 인버스 2X 코스피200 선물 ETN,14920.0,345.0,-2.26%,0.0,,,
1233.0,KODEX 유럽명품TOP10 STOXX,9925.0,65.0,-0.65%,0.0,,,
1234.0,TIGER 미국나스닥100레버리지(합성),9545.0,190.0,+2.03%,0.0,,,
1235.0,TIGER KRX기후변화솔루션,11990.0,100.0,-0.83%,0.0,,,
1236.0,ACE 200TR,20975.0,210.0,+1.01%,0.0,,,
1237.0,TIGER 미국S&P500배당귀족,10445.0,15.0,+0.14%,0.0,,,
1238.0,TIGER 200IT레버리지,36490.0,595.0,+1.66%,0.0,,,
1239.0,한솔PNS,1421.0,13.0,+0.92%,500.0,3142.0,1349.0,27.0
1240.0,삼성 인버스 2X 나스닥 100 ETN(H),5820.0,155.0,-2.59%,0.0,,,
1241.0,SOL 미국S&P500ESG,10745.0,100.0,+0.94%,0.0,,,
1242.0,체시스,906.0,9.0,-0.98%,500.0,328.0,759.0,-75.0
1243.0,미래에셋 에너지화학 Core5 ETN,14490.0,0.0,0.00%,0.0,,,
1244.0,KODEX 고배당,8970.0,65.0,+0.73%,0.0,,,
1245.0,하나 Solactive 2X US Tech Top 10 ETN(H),28440.0,885.0,+3.21%,0.0,,,
1246.0,KBSTAR 내수주플러스,7960.0,0.0,0.00%,0.0,,,
1247.0,녹십자홀딩스2우,33250.0,200.0,-0.60%,500.0,,,
1248.0,신한 레버리지 미국달러 선물 ETN,14020.0,30.0,-0.21%,0.0,,,
1249.0,한화갤러리아우,9630.0,1300.0,-11.89%,500.0,,,
1250.0,KODEX K-미래차액티브,9640.0,100.0,+1.05%,0.0,,,
1251.0,신한 은 선물 ETN(H),13935.0,55.0,-0.39%,0.0,,,
1252.0,HANARO Fn전기&수소차,9270.0,15.0,+0.16%,0.0,,,
1253.0,KODEX KRX300,15425.0,95.0,+0.62%,0.0,,,
1254.0,신한 콩 선물 ETN(H),13855.0,200.0,+1.46%,0.0,,,
1255.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,11020.0,820.0,+8.04%,0.0,,,
1256.0,KBSTAR 200선물인버스2X,2695.0,50.0,-1.82%,0.0,,,
1257.0,TIGER 원유선물Enhanced(H),3950.0,135.0,+3.54%,0.0,,,
1258.0,TIGER 200TR,18295.0,185.0,+1.02%,0.0,,,
1259.0,ARIRANG 미국단기우량회사채,109875.0,500.0,-0.45%,0.0,,,
1260.0,TIGER 인도니프티50레버리지(합성),26550.0,70.0,+0.26%,0.0,,,
1261.0,ACE 미국달러SOFR금리(합성),9980.0,20.0,-0.20%,0.0,,,
1262.0,TIGER 삼성그룹펀더멘털,10990.0,170.0,+1.57%,0.0,,,
1263.0,TIGER Fn신재생에너지,10085.0,15.0,-0.15%,0.0,,,
1264.0,KBSTAR 국채선물10년,51795.0,80.0,-0.15%,0.0,,,
1265.0,미래에셋 레버리지 옥수수 선물 ETN,26535.0,680.0,+2.63%,0.0,,,
1266.0,KODEX 탄소효율그린뉴딜,8290.0,70.0,+0.85%,0.0,,,
1267.0,ARIRANG 미국나스닥테크,21165.0,290.0,+1.39%,0.0,,,
1268.0,ACE 미국친환경그린테마INDXX,9780.0,255.0,+2.68%,0.0,,,
1269.0,KODEX S&P글로벌인프라(합성),14695.0,175.0,+1.21%,0.0,,,
1270.0,TRUE 레버리지 금 선물 ETN,26195.0,1030.0,-3.78%,0.0,,,
1271.0,메리츠 미국채10년 ETN(H),8690.0,60.0,-0.69%,0.0,,,
1272.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),26060.0,320.0,-1.21%,0.0,,,
1273.0,KODEX 미국S&P500에너지(합성),12465.0,175.0,+1.42%,0.0,,,
1274.0,신한 인버스 2X 코스닥 150 선물 ETN,10380.0,135.0,+1.32%,0.0,,,
1275.0,삼성 레버리지 코스피200 선물 ETN,25625.0,610.0,+2.44%,0.0,,,
1276.0,신한 레버리지 코스피 200 선물 ETN,25545.0,475.0,+1.89%,0.0,,,
1277.0,대신 레버리지 KRX 금현물 ETN,25490.0,635.0,-2.43%,0.0,,,
1278.0,SOL 글로벌탄소배출권선물IHS(합성),12705.0,160.0,-1.24%,0.0,,,
1279.0,미래에셋 원유선물혼합 ETN(H),25395.0,905.0,+3.70%,0.0,,,
1280.0,HANARO Fn K-POP&미디어,9930.0,235.0,-2.31%,0.0,,,
1281.0,KBSTAR 배터리 리사이클링iSelect,14435.0,220.0,-1.50%,0.0,,,
1282.0,TIGER 글로벌멀티에셋TIF액티브,9590.0,55.0,-0.57%,0.0,,,
1283.0,KBSTAR 국고채3년,109395.0,180.0,-0.16%,0.0,,,
1284.0,메리츠 인버스 천연가스 선물 ETN(H),24205.0,240.0,-0.98%,0.0,,,
1285.0,ACE ESG액티브,7320.0,95.0,+1.31%,0.0,,,
1286.0,하나 Solactive US Tech Top 10 ETN(H),12005.0,0.0,0.00%,0.0,,,
1287.0,미래에셋 인버스 천연가스 선물 ETN(H),23930.0,450.0,-1.85%,0.0,,,
1288.0,신한 브렌트원유 선물 ETN(H),11940.0,425.0,+3.69%,0.0,,,
1289.0,한화투자증권우,4975.0,15.0,-0.30%,5000.0,,,
1290.0,TIGER 구리실물,10155.0,80.0,-0.78%,0.0,,,
1291.0,코오롱모빌리티그룹우,9700.0,250.0,-2.51%,500.0,,,
1292.0,하이트론,2470.0,0.0,0.00%,500.0,108.0,168.0,-89.0
1293.0,하나 레버리지 옥수수 선물 ETN(H),23505.0,605.0,+2.64%,0.0,,,
1294.0,WOORI 대한민국국고채액티브,51655.0,75.0,-0.14%,0.0,,,
1295.0,메리츠 레버리지 인플레이션 국채 ETN,11650.0,45.0,-0.38%,0.0,,,
1296.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,23245.0,270.0,+1.18%,0.0,,,
1297.0,KODEX 200IT TR,11590.0,170.0,+1.49%,0.0,,,
1298.0,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,23170.0,210.0,+0.91%,0.0,,,
1299.0,QV 레버리지 금 선물 ETN(H),23075.0,0.0,0.00%,0.0,,,
1300.0,TRUE 레버리지 플래티넘 선물 ETN,22910.0,15.0,-0.07%,0.0,,,
1301.0,미래에셋 인버스 코스피200 선물 ETN,11440.0,120.0,-1.04%,0.0,,,
1302.0,신한 인버스 코스피 200 선물 ETN,11430.0,125.0,-1.08%,0.0,,,
1303.0,TIGER MKF배당귀족,10870.0,125.0,+1.16%,0.0,,,
1304.0,KODEX TRF5050,12560.0,60.0,+0.48%,0.0,,,
1305.0,메리츠 레버리지 금 선물 ETN(H),22540.0,475.0,-2.06%,0.0,,,
1306.0,KBSTAR 글로벌4차산업IT(합성 H),19545.0,245.0,+1.27%,0.0,,,
1307.0,하나 S&P 인버스 2X WTI원유 선물 ETN,22355.0,1875.0,-7.74%,0.0,,,
1308.0,KB S&P 인버스 2X WTI원유 선물 ETN,22325.0,2015.0,-8.28%,0.0,,,
1309.0,QV 블룸버그 -2X WTI원유선물 ETN,22245.0,2020.0,-8.32%,0.0,,,
1310.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,22240.0,2055.0,-8.46%,0.0,,,
1311.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),22210.0,0.0,0.00%,0.0,,,
1312.0,메리츠 레버리지 국채30년 ETN,5540.0,75.0,-1.34%,0.0,,,
1313.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,11060.0,840.0,+8.22%,0.0,,,
1314.0,메리츠 레버리지 대표 농산물 선물 ETN(H),22120.0,945.0,+4.46%,0.0,,,
1315.0,메리츠 인플레이션 국채 ETN,11035.0,20.0,-0.18%,0.0,,,
1316.0,KODEX 삼성전자채권혼합Wise,10490.0,30.0,+0.29%,0.0,,,
1317.0,KODEX TRF7030,13755.0,45.0,+0.33%,0.0,,,
1318.0,TRUE 인버스 2X 구리 선물 ETN,21960.0,395.0,-1.77%,0.0,,,
1319.0,TIGER KRX게임K-뉴딜,6450.0,50.0,+0.78%,0.0,,,
1320.0,신한 옥수수 선물 ETN(H),10955.0,55.0,+0.50%,0.0,,,
1321.0,ARIRANG 코스피50,22740.0,270.0,+1.20%,0.0,,,
1322.0,KODEX 미국러셀2000(H),11160.0,130.0,+1.18%,0.0,,,
1323.0,메리츠 레버리지 미국채30년 ETN(H),7250.0,130.0,-1.76%,0.0,,,
1324.0,대한제당우,3350.0,770.0,+29.84%,500.0,,,
1325.0,미래에셋 미디어엔터 Core5 ETN,10810.0,180.0,-1.64%,0.0,,,
1326.0,QV 인버스 미국 IT TOP5 ETN(H),10810.0,220.0,-1.99%,0.0,,,
1327.0,미래에셋 Q150 Core5 ETN,10800.0,0.0,0.00%,0.0,,,
1328.0,코아스,691.0,2.0,-0.29%,500.0,979.0,762.0,-7.0
1329.0,대덕전자1우,10150.0,80.0,+0.79%,500.0,,,
1330.0,KODEX 배당성장채권혼합,11770.0,25.0,+0.21%,0.0,,,
1331.0,TRUE 블룸버그 레버리지 천연가스 선물 ETN,1055.0,20.0,+1.93%,0.0,,,
1332.0,KODEX 글로벌로봇(합성),16585.0,0.0,0.00%,0.0,,,
1333.0,솔루스첨단소재2우B,11060.0,40.0,+0.36%,100.0,,,
1334.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),20875.0,1955.0,-8.56%,0.0,,,
1335.0,대상우,15150.0,80.0,+0.53%,1000.0,,,
1336.0,TIGER 차이나CSI300인버스(합성),7785.0,80.0,-1.02%,0.0,,,
1337.0,TRUE 레버리지 은 선물 ETN,20625.0,0.0,0.00%,0.0,,,
1338.0,신한 다우존스지수 선물 ETN(H),20560.0,175.0,+0.86%,0.0,,,
1339.0,신한 인버스 2X 다우존스지수 선물 ETN(H),2055.0,35.0,-1.67%,0.0,,,
1340.0,KODEX 코스피대형주,12020.0,130.0,+1.09%,0.0,,,
1341.0,신한 FnGuide 치킨 ETN,10215.0,555.0,+5.75%,0.0,,,
1342.0,KODEX 코스피100,25445.0,210.0,+0.83%,0.0,,,
1343.0,메리츠 인버스 2X 구리 선물 ETN(H),20275.0,0.0,0.00%,0.0,,,
1344.0,TIGER 200동일가중,10925.0,130.0,+1.20%,0.0,,,
1345.0,TIGER 농산물선물Enhanced(H),7465.0,195.0,+2.68%,0.0,,,
1346.0,키움 인버스 미국달러선물 ETN,10040.0,30.0,+0.30%,0.0,,,
1347.0,미래에셋 레버리지 은 선물 ETN,19990.0,0.0,0.00%,0.0,,,
1348.0,KODEX 에너지화학,17830.0,100.0,-0.56%,0.0,,,
1349.0,TIGER 차이나반도체FACTSET,6630.0,105.0,-1.56%,0.0,,,
1350.0,메리츠 인버스 국채3년 ETN,9920.0,5.0,+0.05%,0.0,,,
1351.0,QV 인버스 레버리지 구리 선물 ETN(H),19800.0,0.0,0.00%,0.0,,,
1352.0,LX하우시스우,18950.0,210.0,-1.10%,5000.0,,,
1353.0,메리츠 국채10년 ETN,9780.0,20.0,-0.20%,0.0,,,
1354.0,KODEX 게임산업,8500.0,70.0,+0.83%,0.0,,,
1355.0,하나 인버스 2X 구리 선물 ETN(H),19510.0,0.0,0.00%,0.0,,,
1356.0,KB CSI 300 ETN,9745.0,80.0,+0.83%,0.0,,,
1357.0,넥센타이어1우B,2990.0,10.0,+0.34%,500.0,,,
1358.0,QV iSelect 글로벌 EMP ETN(H),9700.0,0.0,0.00%,0.0,,,
1359.0,ACE 미국30년국채선물레버리지(합성 H),9215.0,220.0,-2.33%,0.0,,,
